"id","wage","yr","exper","school","union","married","manufacturing"
1345,1.8908434275,2,6,12,0,1,1
1345,2.0883155824,3,7,12,0,1,0
1345,2.2062754129,4,8,12,0,1,1
1345,2.1590043645,5,9,12,0,1,1
1345,2.2212970073,6,10,12,0,1,0
1345,1.5838541915,7,11,12,0,1,0
1397,1.7700830657,0,5,12,1,0,1
1397,1.6017158663,1,6,12,1,0,1
1397,1.5474025215,2,7,12,1,0,1
1397,1.7860347105,3,8,12,1,0,1
1397,1.6825463843,4,9,12,1,0,1
1397,1.7204994023,5,10,12,1,0,1
1397,1.7999614346,6,11,12,1,0,1
1397,1.7609954661,7,12,12,1,0,1
1434,0.2062864342,0,2,10,0,0,0
1434,1.1210496338,1,3,10,0,1,0
1434,1.0861173433,2,4,10,1,1,0
1434,1.2689148095,3,5,10,1,1,0
1434,1.0993725776,4,6,10,1,1,0
1434,1.3452291962,5,7,10,1,1,0
1434,1.9000448932,6,8,10,0,1,0
1434,1.5153917841,7,9,10,0,1,0
1492,2.0364553516,0,4,13,0,0,1
1492,1.1423682706,1,5,13,0,0,0
1492,1.3785358571,2,6,13,0,0,0
1492,1.4737538385,3,7,13,0,1,0
1492,1.4749070195,4,8,13,0,0,1
1492,1.4162823983,5,9,13,0,1,1
1492,1.4984333544,6,10,13,0,1,1
1492,1.500852602,7,11,13,0,1,1
1496,1.1783359996,0,1,12,1,0,0
1496,1.0872871393,1,2,12,1,0,0
1496,0.0077341796,2,3,12,0,0,0
1496,0.7967049537,3,4,12,0,0,0
1496,1.0372282914,4,5,12,0,0,0
1496,1.2083741427,5,6,12,0,0,0
1496,1.2044588874,6,7,12,0,0,0
1496,1.8570805187,7,8,12,0,0,0
1506,0.9743966533,0,3,12,0,0,0
1506,2.4651040225,1,4,12,0,0,1
1506,1.0550356916,2,5,12,0,0,0
1506,1.1427648233,3,6,12,0,0,0
1506,1.0127465677,4,7,12,0,0,0
1506,1.0728145958,5,8,12,0,0,0
1506,1.0599847001,6,9,12,0,0,0
1506,0.9269266855,7,10,12,0,0,0
1515,1.0337793397,0,2,10,0,0,0
1515,1.2926409278,1,3,10,1,0,0
1515,1.3144663995,2,4,10,0,0,0
1515,1.2582148866,3,5,10,0,0,0
1515,1.6472782454,4,6,10,0,0,0
1515,1.7659617764,5,7,10,0,0,0
1515,1.7999614346,6,8,10,0,0,0
1515,1.8106874791,7,9,10,0,1,0
1520,1.3759228768,0,5,12,1,1,1
1520,1.3539078454,1,6,12,1,1,0
1520,1.3495767782,2,7,12,0,1,0
1520,1.3511975241,3,8,12,0,1,1
1520,1.3703057205,4,9,12,0,1,1
1520,1.4013186628,5,10,12,0,1,1
1520,1.5805427608,6,11,12,0,1,1
1520,1.6359949495,7,12,12,1,1,0
1528,0.9788977862,0,4,10,1,0,0
1528,1.2417131323,1,5,10,0,0,0
1528,1.2597204491,2,6,10,0,0,0
1528,1.0322629081,3,7,10,0,0,0
1528,1.196193617,4,8,10,0,0,0
1528,1.1681045329,5,9,10,0,0,0
1528,1.3664045917,6,10,10,0,0,0
1528,1.3983129627,7,11,10,0,0,0
1554,1.3118673922,0,2,12,0,0,1
1554,1.2226649373,1,3,12,0,1,0
1554,1.4088665931,2,4,12,1,1,1
1554,1.5743410754,3,5,12,0,1,1
1554,1.4558588245,4,6,12,0,1,1
1554,1.8748249226,5,7,12,0,1,1
1554,1.8739461402,6,8,12,0,1,1
1554,1.733726438,7,9,12,0,1,1
1575,1.5760514934,0,3,13,0,0,0
1575,1.7420173773,1,4,13,0,1,0
1575,1.7788267913,2,5,13,0,1,0
1575,1.8711615926,3,6,13,0,1,0
1575,1.65639559,4,7,13,0,1,0
1575,1.7830296849,5,8,13,0,1,0
1575,1.5948252001,6,9,13,0,1,0
1575,1.9950912021,7,10,13,0,1,0
1576,1.3247013502,0,2,11,0,1,1
1576,1.347073648,1,3,11,0,1,0
1576,1.5626699936,2,4,11,0,1,0
1576,3.2006891215,3,5,11,0,1,0
1576,1.8383009137,4,6,11,0,1,0
1576,1.870448548,5,7,11,0,0,0
1576,0.8257647052,6,8,11,0,0,0
1576,1.8447144305,7,9,11,0,0,0
1628,1.1764729343,0,3,12,0,0,0
1628,1.3242589702,1,4,12,0,0,0
1628,1.2359663631,2,5,12,0,0,1
1628,1.5929941451,3,6,12,0,0,0
1628,1.7253663814,4,7,12,0,0,0
1628,1.8200289977,5,8,12,0,0,0
1628,1.8361410912,6,9,12,0,0,0
1628,1.8610789246,7,10,12,0,0,0
1641,2.1116905945,0,4,12,0,0,0
1641,2.1705522184,1,5,12,0,1,0
1641,2.1348392477,2,6,12,0,1,0
1641,2.0724301955,3,7,12,0,1,0
1641,2.0405408797,4,8,12,0,1,0
1641,2.0189582909,5,9,12,0,1,0
1641,2.1673824415,6,10,12,0,1,0
1641,1.8734883804,7,11,12,0,1,0
1644,0.560979217,0,1,12,1,0,0
1644,1.546365309,1,2,12,0,0,0
1644,1.531898335,2,3,12,0,0,0
1644,1.5918786961,3,4,12,0,0,0
1644,1.685167945,4,5,12,0,0,0
1644,1.6481787408,5,6,12,0,0,0
1644,1.5659793966,6,7,12,0,0,0
1644,2.0684224752,7,8,12,0,1,0
1653,-0.384581897,0,2,15,1,0,0
1653,1.8860701487,1,3,15,1,0,0
1653,1.9873851345,2,4,15,1,0,0
1653,2.1366611339,3,5,15,1,0,0
1653,1.8042337932,4,6,15,1,0,0
1653,2.1301214904,5,7,15,0,0,0
1653,2.6314132866,6,8,15,0,0,0
1653,2.7931180135,7,9,15,0,0,0
1654,1.6248416576,0,4,11,0,0,1
1654,1.6168728909,1,5,11,0,0,1
1654,1.4296194859,2,6,11,0,0,0
1654,1.7364599249,3,7,11,0,0,1
1654,1.7160416034,4,8,11,0,0,1
1654,1.8090212659,5,9,11,0,1,1
1654,1.7999614346,6,10,11,0,1,1
1654,2.1838523169,7,11,11,0,1,1
1721,1.7844718032,0,5,11,0,0,0
1721,1.9348603129,1,6,11,1,0,0
1721,2.0269756018,2,7,11,0,0,0
1721,2.1098217876,3,8,11,0,0,0
1721,2.1288334869,4,9,11,0,0,0
1721,2.0944658434,5,10,11,1,0,0
1721,2.2567198371,6,11,11,0,0,0
1721,2.9109010491,7,12,11,0,0,0
1742,1.4616247325,0,2,12,1,0,0
1742,1.6829050643,1,3,12,1,0,0
1742,1.8728249219,2,4,12,0,1,0
1742,2.0438638198,3,5,12,0,1,1
1742,2.3503757568,4,6,12,0,0,1
1742,2.3871354573,5,7,12,0,0,0
1742,2.4108705169,6,8,12,0,0,1
1742,2.4801181331,7,9,12,0,0,0
1744,1.6303211234,0,2,11,1,0,0
1744,1.6835458846,1,3,11,1,0,0
1744,1.7810173727,2,4,11,1,0,0
1744,1.3816385496,3,5,11,1,0,0
1744,2.030624167,4,6,11,1,0,0
1744,1.8106976702,5,7,11,1,0,0
1744,2.0123974664,6,8,11,1,0,0
1744,2.3200327177,7,9,11,1,0,0
1763,0.6435002407,0,1,11,0,0,0
1763,0.8979415932,1,2,11,0,0,0
1763,1.2787965961,2,3,11,1,0,0
1763,1.3354491671,3,4,11,1,0,0
1763,1.5262003139,4,5,11,0,0,0
1763,1.4342035575,5,6,11,0,0,0
1763,0.0603747251,6,7,11,0,0,0
1763,1.393775937,7,8,11,0,0,0
1777,1.3893880305,0,1,15,0,0,0
1777,1.2417131323,1,2,15,0,0,0
1777,0.9859087988,2,3,15,0,0,0
1777,1.1440543141,3,4,15,0,1,0
1777,1.6546004539,4,5,15,0,1,0
1777,1.6481787408,5,6,15,1,0,0
1777,1.3330598751,6,7,15,1,0,0
1777,1.7381807883,7,8,15,0,0,0
1843,2.3642902984,0,2,15,0,1,1
1843,2.3376180557,1,3,15,0,1,1
1843,2.4164403685,2,4,15,0,1,1
1843,2.5138674491,3,5,15,0,1,1
1843,2.6476272803,4,6,15,0,1,1
1843,2.6362133775,5,7,15,0,1,1
1843,2.7187552967,6,8,15,0,1,1
1843,2.768744047,7,9,15,0,1,1
1891,0.9371739428,0,2,12,1,0,0
1891,1.0188303712,1,3,12,0,0,0
1891,1.1199585067,2,4,12,0,0,1
1891,0.8383897391,3,5,12,0,0,0
1891,1.2462482875,4,6,12,0,0,0
1891,1.1979777388,5,7,12,0,0,0
1891,1.2534177283,6,8,12,0,0,0
1891,1.3014631367,7,9,12,0,0,0
1895,1.6544561991,0,2,13,0,0,0
1895,1.589547754,1,3,13,0,1,0
1895,1.7487722733,2,4,13,1,1,0
1895,1.8705920985,3,5,13,1,1,0
1895,2.0541099407,4,6,13,1,1,0
1895,1.9038984625,5,7,13,1,1,0
1895,2.0838770243,6,8,13,1,1,0
1895,2.2822923897,7,9,13,1,1,0
1899,1.4479995666,0,3,12,0,0,1
1899,1.2417131323,1,4,12,0,0,1
1899,1.3803484369,2,5,12,0,1,1
1899,0.9809696137,3,6,12,0,1,1
1899,1.3948643118,4,7,12,0,1,1
1899,1.4013186628,5,8,12,0,1,1
1899,1.4945797851,6,9,12,0,1,1
1899,1.3624576494,7,10,12,0,1,0
1925,1.0059910882,0,2,11,0,0,0
1925,1.6374095664,1,3,11,0,0,0
1925,1.5707191281,2,4,11,0,0,1
1925,1.7579862591,3,5,11,0,0,1
1925,1.9038601089,4,6,11,0,1,1
1925,1.8335819641,5,7,11,0,1,1
1925,1.9854591447,6,8,11,0,1,1
1925,1.9485711865,7,9,11,0,1,1
1930,1.0740074848,0,2,11,0,0,0
1930,0.9667619958,1,3,11,0,0,0
1930,1.3242589702,2,4,11,0,0,0
1930,0.5606579975,3,5,11,0,0,0
1930,1.6825463843,4,6,11,0,0,0
1930,1.8587435099,5,7,11,0,0,0
1930,1.9910166714,6,8,11,0,0,0
1930,2.1487609971,7,9,11,0,1,0
1961,1.1660155152,0,4,12,0,1,0
1961,1.8620286651,1,5,12,0,1,0
1961,1.8503520661,2,6,12,0,1,0
1961,1.8341206912,3,7,12,0,1,0
1961,1.9283813468,4,8,12,0,1,0
1961,1.8598498909,5,9,12,0,1,0
1961,2.0092589782,6,10,12,0,1,0
1961,2.298619283,7,11,12,0,1,0
1963,1.5086241884,0,2,11,0,0,1
1963,1.5061383426,1,3,11,0,0,1
1963,1.9148080678,2,4,11,0,1,1
1963,1.8199086321,3,5,11,0,1,1
1963,1.6931284936,4,6,11,0,1,1
1963,1.6820802924,5,7,11,0,1,1
1963,1.7158221,6,8,11,0,1,1
1963,1.7471494583,7,9,11,0,1,1
1979,2.0235416368,0,4,12,1,1,1
1979,2.0042937492,1,5,12,1,0,1
1979,1.8610600804,2,6,12,1,0,1
1979,2.0711559621,3,7,12,1,0,1
1979,1.9952766316,4,8,12,1,1,1
1979,1.9919689756,5,9,12,1,1,1
1979,2.0215037046,6,10,12,1,1,1
1979,1.9979381074,7,11,12,1,1,1
1988,-0.247380776,0,2,12,0,0,0
1988,2.283536898,1,3,12,0,0,1
1988,1.294700168,2,4,12,1,0,1
1988,1.1500459438,3,5,12,0,0,1
1988,1.57105088,4,6,12,0,0,1
1988,-0.742698959,5,7,12,0,0,0
1988,1.851254729,6,8,12,0,0,1
1988,1.9728703306,7,9,12,0,0,0
2000,1.9049554804,0,3,11,1,0,1
2000,1.8792623675,1,4,11,0,0,1
2000,1.7461956262,2,5,11,1,1,1
2000,2.0931348688,3,6,11,0,1,0
2000,1.8447637001,4,7,11,0,1,1
2000,1.6781622486,5,8,11,0,1,0
2000,1.7656219447,6,9,11,0,1,0
2000,1.7598422851,7,10,11,1,1,1
2014,2.359059249,0,2,12,1,0,0
2014,1.9230954713,1,3,12,0,0,0
2014,1.4049268733,2,4,12,0,0,0
2014,0.7995499058,3,5,12,0,0,0
2014,1.3140822326,4,6,12,0,0,0
2014,1.2613477122,5,7,12,0,0,0
2014,1.4984333544,6,8,12,0,0,0
2014,1.5501285568,7,9,12,0,0,0
2025,1.4838924896,0,2,13,0,0,0
2025,1.2339887003,1,3,13,0,1,0
2025,1.5326164679,2,4,13,0,1,0
2025,1.658470606,3,5,13,0,1,0
2025,1.816277597,4,6,13,0,1,1
2025,2.0159035209,5,7,13,0,1,1
2025,2.3565718211,6,8,13,0,1,1
2025,1.3166548721,7,9,13,1,1,1
2038,0.8943958208,0,2,10,0,0,0
2038,1.04334961,1,3,10,0,0,0
2038,1.3424596748,2,4,10,0,0,0
2038,1.3110106518,3,5,10,0,0,0
2038,1.0125591087,4,6,10,0,0,0
2038,1.3298738081,5,7,10,0,0,0
2038,1.8388880734,6,8,10,0,0,1
2038,2.2177538686,7,9,10,0,0,0
2075,2.005680239,0,5,12,1,1,1
2075,1.7599965665,1,6,12,1,1,1
2075,1.8732174637,2,7,12,1,1,1
2075,1.8169772822,3,8,12,0,1,1
2075,1.8695612115,4,9,12,0,1,1
2075,2.0584471095,5,10,12,0,1,1
2075,2.2342469813,6,11,12,0,1,1
2075,2.2251339759,7,12,12,0,1,1
2101,2.0076153545,0,3,12,0,0,0
2101,2.2633643798,1,4,12,0,0,0
2101,2.2405497021,2,5,12,0,0,0
2101,2.3484365298,3,6,12,1,0,0
2101,2.4880452105,4,7,12,0,0,0
2101,2.4682855488,5,8,12,1,0,0
2101,2.3465761662,6,9,12,1,1,0
2101,2.4903446648,7,10,12,0,1,0
2106,1.6765664514,0,4,12,1,0,1
2106,1.5724343006,1,5,12,1,0,1
2106,1.7647037972,2,6,12,1,0,1
2106,1.8150222474,3,7,12,1,1,1
2106,1.7721585429,4,8,12,1,1,1
2106,1.8460044841,5,9,12,1,1,1
2106,1.8453550069,6,10,12,1,1,1
2106,1.8122887605,7,11,12,1,1,0
2107,1.2965999201,0,2,10,0,0,0
2107,1.6146598564,1,3,10,0,0,0
2107,1.2505712544,2,4,10,1,0,1
2107,1.4918593421,3,5,10,1,0,1
2107,1.8905762978,4,6,10,0,1,0
2107,1.9436429536,5,7,10,0,1,0
2107,2.054195573,6,8,10,0,1,0
2107,2.0354323118,7,9,10,0,1,0
2108,1.4674176524,0,2,12,0,0,1
2108,1.961658506,1,3,12,1,0,1
2108,2.0720735521,2,4,12,1,1,0
2108,2.1054711856,3,5,12,1,1,1
2108,2.0519309158,4,6,12,1,1,1
2108,2.3332613615,5,7,12,1,1,1
2108,2.4710344039,6,8,12,1,1,1
2108,2.4541426467,7,9,12,1,1,1
2147,-0.021080988,0,2,11,0,0,0
2147,-0.148845628,1,3,11,0,0,0
2147,0.1806952937,2,4,11,0,0,0
2147,-0.036154479,3,5,11,0,0,0
2147,0.39734814,4,6,11,0,0,0
2147,0.9726212532,5,7,11,0,0,0
2147,0.5630944275,6,8,11,0,0,0
2147,0.7590700441,7,9,11,0,0,0
2157,1.4620843064,0,5,11,0,0,0
2157,0.3267932026,1,6,11,0,1,0
2157,1.5639622376,2,7,11,0,1,0
2157,1.1131925338,3,8,11,0,1,0
2157,1.2096026573,4,9,11,1,1,1
2157,1.1294721655,5,10,11,0,1,0
2157,1.3545138451,6,11,11,0,1,0
2157,0.4922437849,7,12,11,0,1,0
2163,2.1682670533,0,4,12,1,1,0
2163,2.4831690299,1,5,12,1,1,0
2163,1.9002238961,2,6,12,1,1,0
2163,2.6029599922,3,7,12,1,1,0
2163,2.3287921852,4,8,12,1,1,0
2163,2.1897760232,5,9,12,1,1,0
2163,2.2285489602,6,10,12,1,1,0
2163,2.3231143842,7,11,12,1,1,0
2173,1.3426390509,0,2,12,0,0,0
2173,1.2957803536,1,3,12,0,0,0
2173,1.2337449627,2,4,12,0,0,0
2173,1.2041131651,3,5,12,0,1,0
2173,1.3078529348,4,6,12,0,1,0
2173,1.478279704,5,7,12,0,1,0
2173,1.4582121409,6,8,12,0,1,0
2173,1.649769831,7,9,12,0,1,0
2180,1.1887042499,0,2,10,0,0,1
2180,1.4857392908,1,3,10,0,0,1
2180,1.22340861,2,4,10,0,0,1
2180,1.6474485472,3,5,10,0,0,1
2180,1.8003294199,4,6,10,0,1,1
2180,1.8713222921,5,7,10,0,1,1
2180,1.832206534,6,8,10,0,1,1
2180,1.9755621223,7,9,10,0,1,1
2183,1.3873749447,0,1,13,0,0,1
2183,1.4648566836,1,2,13,0,0,1
2183,1.2735658559,2,3,13,0,0,1
2183,1.4430471777,3,4,13,0,1,1
2183,1.6312530899,4,5,13,0,1,1
2183,1.9482833332,5,6,13,0,1,1
2183,2.0620853434,6,7,13,0,1,1
2183,2.1277628503,7,8,13,0,1,1
2216,1.6464505053,0,1,12,0,1,0
2216,1.0948693024,1,2,12,0,1,1
2216,2.0929137033,2,3,12,0,0,0
2216,1.3877175957,3,4,12,0,0,1
2216,1.8450653138,4,5,12,1,1,1
2216,2.1714268845,5,6,12,0,1,1
2216,2.3419663727,6,7,12,0,0,0
2216,2.0158877157,7,8,12,0,1,0
2220,1.957223909,0,2,14,1,0,0
2220,1.7274651185,1,3,14,1,0,0
2220,2.0582281453,2,4,14,1,0,0
2220,2.3903863923,3,5,14,0,1,0
2220,2.4297607861,4,6,14,1,1,0
2220,2.6290079938,5,7,14,0,0,0
2220,2.3426391533,6,8,14,0,0,0
2220,2.4000754254,7,9,14,0,1,0
2227,1.0913246226,0,3,12,0,1,0
2227,1.4457177816,1,4,12,0,1,0
2227,1.4505526955,2,5,12,1,1,0
2227,1.4785500108,3,6,12,0,1,0
2227,1.5490149916,4,7,12,0,1,0
2227,1.478279704,5,8,12,0,1,0
2227,1.4945797851,6,9,12,0,0,0
2227,1.5891452092,7,10,12,1,1,0
2264,1.0564373636,0,2,12,0,0,1
2264,1.0296194172,1,3,12,0,0,1
2264,1.381417384,2,4,12,1,0,1
2264,1.4377280162,3,5,12,1,0,1
2264,1.6180078631,4,6,12,1,0,1
2264,-0.59378173,5,7,12,0,0,1
2264,1.6405336977,6,8,12,0,1,1
2264,1.649769831,7,9,12,1,1,0
2306,1.6497392092,0,3,9,0,0,0
2306,-0.405465108,1,4,9,0,1,0
2306,1.0058052391,2,5,9,0,1,0
2306,1.1526936767,3,6,9,0,1,0
2306,1.4210928667,4,7,9,0,1,0
2306,1.2734852913,5,8,9,1,1,0
2306,1.2381502561,6,9,9,0,1,0
2306,1.7069282448,7,10,9,0,1,0
2312,1.6373816375,0,2,13,0,1,0
2312,1.7194388076,1,3,13,0,1,0
2312,1.9268921432,2,4,13,0,1,0
2312,1.9921316585,3,5,13,0,1,0
2312,2.1765648897,4,6,13,0,0,0
2312,2.0711030702,5,7,13,0,0,0
2312,2.4013010659,6,8,13,0,0,1
2312,2.3429170115,7,9,13,0,0,0
2314,2.0357862315,0,5,12,0,0,0
2314,1.9293808471,1,6,12,0,0,1
2314,1.8988004084,2,7,12,0,0,0
2314,2.0883155824,3,8,12,0,1,0
2314,2.0234729712,4,9,12,1,1,1
2314,2.0110842344,5,10,12,1,1,0
2314,2.0743982803,6,11,12,1,1,0
2314,2.0552349391,7,12,12,1,1,0
2329,1.3790984531,0,1,14,0,1,0
2329,1.7631720124,1,2,14,0,1,0
2329,2.108060519,2,3,14,0,1,0
2329,1.8113849152,3,4,14,0,1,0
2329,1.7431710061,4,5,14,0,1,0
2329,1.9473569783,5,6,14,0,1,0
2329,2.1373355201,6,7,14,0,1,0
2329,1.8128961709,7,8,14,0,1,0
2335,1.5678881828,0,5,12,0,0,0
2335,1.5390571157,1,6,12,0,0,0
2335,1.285038257,2,7,12,0,0,0
2335,1.4377280162,3,8,12,0,0,0
2335,1.7625890919,4,9,12,0,0,0
2335,1.5146473481,5,10,12,0,0,0
2335,1.4945797851,6,11,12,0,0,1
2335,1.3014631367,7,12,12,0,1,0
2341,0.9020411782,0,2,11,0,0,0
2341,1.0788096614,1,3,11,1,0,0
2341,1.5625161593,2,4,11,1,0,0
2341,1.8441673085,3,5,11,1,0,0
2341,1.9056899356,4,6,11,1,0,0
2341,2.0623775288,5,7,11,1,0,0
2341,2.1664614749,6,8,11,1,0,0
2341,2.3602539312,7,9,11,1,0,0
2351,1.2248560152,0,2,11,0,0,0
2351,0.9346398705,1,3,11,0,0,1
2351,1.1051234403,2,4,11,0,0,1
2351,1.4402954117,3,5,11,0,0,0
2351,1.2082783562,4,6,11,0,0,0
2351,0.9550315602,5,7,11,0,0,0
2351,1.5540032055,6,8,11,0,0,0
2351,1.4948345297,7,9,11,0,0,0
2386,1.1972680587,0,2,10,1,0,0
2386,0.6295856991,1,3,10,1,0,0
2386,0.5838036984,2,4,10,0,0,0
2386,0.9254098549,3,5,10,0,0,1
2386,1.1120015258,4,6,10,0,0,0
2386,1.0756136796,5,7,10,0,0,0
2386,1.4762255045,6,8,10,0,0,0
2386,1.5285738227,7,9,10,0,1,0
2401,1.1866900648,0,5,12,1,1,0
2401,1.3062516534,1,6,12,1,1,0
2401,1.7356414952,2,7,12,1,1,0
2401,1.6822481134,3,8,12,0,1,0
2401,1.8729776592,4,9,12,1,1,1
2401,1.905983075,5,10,12,1,1,1
2401,2.0266076165,6,11,12,1,0,0
2401,2.006702363,7,12,12,0,0,0
2413,2.1857390041,0,4,12,1,0,0
2413,2.190016575,1,5,12,1,0,0
2413,2.1892564077,2,6,12,1,1,0
2413,2.1020634996,3,7,12,1,1,0
2413,2.1433615874,4,8,12,1,1,0
2413,2.1137963981,5,9,12,1,1,0
2413,2.1791103494,6,10,12,1,1,0
2413,2.2822923897,7,11,12,1,1,0
2421,1.3787396367,0,3,12,0,0,0
2421,1.0498221245,1,4,12,0,0,0
2421,1.3124245126,2,5,12,0,0,0
2421,1.2283777871,3,6,12,0,1,0
2421,1.1435498835,4,7,12,0,1,1
2421,1.2669927658,5,8,12,0,1,0
2421,1.1262323399,6,9,12,0,1,0
2421,1.0678482855,7,10,12,0,1,0
2445,1.4625276671,0,4,12,1,1,1
2445,1.5475069547,1,5,12,0,0,1
2445,1.3350578091,2,6,12,0,1,0
2445,1.2193294323,3,7,12,0,1,0
2445,1.4783219346,4,8,12,0,1,0
2445,2.0212943695,5,9,12,0,1,1
2445,1.7347041175,6,10,12,0,1,0
2445,1.7854096719,7,11,12,0,1,0
2451,1.6021502464,0,2,12,0,1,0
2451,1.6347557204,1,3,12,0,1,0
2451,1.7392935293,2,4,12,0,1,0
2451,1.7811206957,3,5,12,0,1,0
2451,1.8050866051,4,6,12,0,1,0
2451,2.0996568079,5,7,12,0,1,0
2451,2.0664722151,6,8,12,0,1,0
2451,1.9300717961,7,9,12,0,1,0
2494,0.3398260641,0,4,13,0,0,0
2494,0.7121953755,1,5,13,0,1,0
2494,1.1443212048,2,6,13,1,1,0
2494,0.9807901427,3,7,13,0,1,0
2494,1.5887914147,4,8,13,1,1,0
2494,1.821450462,5,9,13,1,1,0
2494,1.9649179184,6,10,13,1,1,0
2494,1.9891308515,7,11,13,1,1,0
2508,1.9180031958,0,3,13,0,0,0
2508,1.8478489359,1,4,13,0,1,0
2508,1.9731728958,2,5,13,0,1,0
2508,2.101274727,3,6,13,0,1,0
2508,2.0454518779,4,7,13,0,1,1
2508,2.1103391925,5,8,13,0,1,0
2508,2.0871857364,6,9,13,0,1,0
2508,2.0768876627,7,10,13,0,1,0
2535,1.7112262718,0,4,12,1,1,0
2535,1.6555936379,1,5,12,1,1,0
2535,1.6809339141,2,6,12,0,1,0
2535,1.5626705466,3,7,12,0,1,0
2535,1.6412034207,4,8,12,0,1,1
2535,1.5358495558,5,9,12,0,1,0
2535,1.5635726566,6,10,12,1,1,0
2535,1.6189981723,7,11,12,0,1,1
2540,0.9486405325,0,2,10,0,0,0
2540,1.0673861878,1,3,10,0,0,0
2540,1.275468806,2,4,10,1,0,1
2540,1.2197258644,3,5,10,0,0,0
2540,1.0694419114,4,6,10,0,0,1
2540,1.2446879669,5,7,10,0,1,1
2540,1.0302741769,6,8,10,0,1,1
2540,1.4416097685,7,9,10,0,1,1
2685,1.8400416543,0,2,13,0,0,0
2685,1.7981492673,1,3,13,0,0,0
2685,2.098899185,2,4,13,0,0,0
2685,2.2670073711,3,5,13,0,0,0
2685,2.3694239518,4,6,13,0,0,0
2685,2.396050821,5,7,13,0,0,0
2685,2.452834716,6,8,13,0,0,0
2685,2.5777566026,7,9,13,0,0,0
2711,1.2193865394,0,2,12,1,1,0
2711,1.2951888126,1,3,12,0,1,0
2711,1.0393692543,2,4,12,1,0,0
2711,1.1155158914,3,5,12,0,0,0
2711,1.2330507592,4,6,12,1,0,0
2711,1.3604966683,5,7,12,0,1,0
2711,1.5707468603,6,8,12,0,0,0
2711,1.5891452092,7,9,12,1,0,1
2718,2.1411467471,0,3,11,1,1,0
2718,2.1561564593,1,4,11,1,1,0
2718,2.2622111989,2,5,11,1,0,0
2718,2.2850258766,3,6,11,1,0,0
2718,2.4363181866,4,7,11,1,0,1
2718,2.309577223,5,8,11,1,0,0
2718,2.3520300169,6,9,11,1,0,0
2718,2.3130640484,7,10,11,1,0,0
2721,1.5433097464,0,6,9,0,1,0
2721,1.5621850276,1,7,9,0,1,0
2721,1.5029507589,2,8,9,1,1,0
2721,0.8809419739,3,9,9,0,1,0
2721,0.231112721,4,10,9,1,1,0
2721,1.2008665227,5,11,9,0,1,0
2721,0.9096461892,6,12,9,0,1,0
2721,1.0207011727,7,13,9,0,1,0
2733,0.754852386,0,4,12,0,0,0
2733,1.0886619578,1,5,12,0,0,0
2733,1.0171588119,2,6,12,1,1,0
2733,0.9897032937,3,7,12,0,1,0
2733,1.0100184909,4,8,12,1,1,0
2733,1.0537664009,5,9,12,0,1,1
2733,0.9250136663,6,10,12,0,1,0
2733,0.9024289189,7,11,12,0,1,1
2741,1.4479995666,0,5,12,0,1,0
2741,1.347073648,1,6,12,0,1,0
2741,1.285038257,2,7,12,0,1,0
2741,1.3507166392,3,8,12,0,1,0
2741,1.4356863063,4,9,12,1,1,1
2741,1.440539376,5,10,12,0,1,0
2741,1.6281111777,6,11,12,0,1,0
2741,1.6787573679,7,12,12,0,1,0
2745,1.7883253725,0,3,12,0,0,0
2745,1.6835458846,1,4,12,1,0,0
2745,1.8728249219,2,5,12,0,0,0
2745,1.6608715675,3,6,12,0,1,0
2745,1.6180078631,4,7,12,0,1,0
2745,1.6481787408,5,8,12,0,1,0
2745,1.6887357995,6,9,12,0,0,0
2745,1.7609954661,7,10,12,0,0,0
2751,1.6021502464,0,4,12,1,0,1
2751,1.5702171993,1,5,12,0,1,1
2751,1.6676886874,2,6,12,1,1,1
2751,1.354867253,3,7,12,1,1,1
2751,1.5187096421,4,8,12,1,1,1
2751,1.5146473481,5,9,12,1,1,1
2751,1.7458942134,6,10,12,0,1,1
2751,1.9520507029,7,11,12,1,1,1
2774,1.9786278176,0,3,14,0,1,0
2774,2.1490752334,1,4,14,0,1,0
2774,2.2977081159,2,5,14,0,1,0
2774,2.0857547615,3,6,14,0,1,0
2774,2.1864033387,4,7,14,0,1,1
2774,2.0110842344,5,8,14,0,1,0
2774,2.0335762858,6,9,14,0,1,0
2774,1.9075989403,7,10,14,0,1,1
2801,1.1095451687,0,2,10,1,0,0
2801,1.2819343458,1,3,10,0,1,0
2801,1.2538781734,2,4,10,0,1,0
2801,1.2650683704,3,5,10,0,0,0
2801,1.2613329192,4,6,10,0,0,0
2801,1.2737361589,5,7,10,0,1,0
2801,1.3716816488,6,8,10,0,1,0
2801,1.5242965624,7,9,10,1,1,0
2813,0.6240821548,0,2,13,0,1,0
2813,1.2615514745,1,3,13,0,1,0
2813,1.6276188554,2,4,13,0,1,0
2813,1.6222898428,3,5,13,0,1,0
2813,1.6202728697,4,6,13,0,1,0
2813,1.5957322654,5,7,13,0,1,0
2813,1.7177233364,6,8,13,0,1,0
2813,1.6316440167,7,9,13,0,1,0
2833,1.8913349487,0,2,12,0,1,0
2833,1.7889064002,1,3,12,0,1,0
2833,1.835084594,2,4,12,0,1,0
2833,1.8879062803,3,5,12,0,1,0
2833,1.8470064337,4,6,12,0,1,0
2833,1.8889438934,5,7,12,0,1,0
2833,1.9228108228,6,8,12,0,1,0
